,time,consumption,cost,electricity_rate,indoor_temp,outdoor_temp
278,2024-12-10 19:00:00+00:00,0.133,2.9,18.129057003901554,19.127403846153847,6.7623076072106
279,2024-12-10 19:30:00+00:00,0.106,2.31,19.262478289396867,19.13858695652174,6.736086783201798
280,2024-12-10 20:00:00+00:00,0.094,2.05,18.985259399414062,19.155,6.801199932098388
281,2024-12-10 20:30:00+00:00,0.102,2.22,18.320311943689983,19.169270833333332,6.797083457310994
282,2024-12-10 21:00:00+00:00,0.125,2.72,18.830279693603515,19.16,6.835199813842774
283,2024-12-10 21:30:00+00:00,0.133,2.9,20.369999885559082,19.1328125,6.833749751249949
284,2024-12-10 22:00:00+00:00,0.128,2.79,19.919339904785158,19.125,6.741999855041504
285,2024-12-10 22:30:00+00:00,0.238,5.19,20.605772365223277,19.125,6.6636362292549824
286,2024-12-10 23:00:00+00:00,0.548,11.94,19.193999938964843,19.1375,6.58679967880249
287,2024-12-10 23:30:00+00:00,0.213,4.64,17.912124474843342,19.268229166666668,6.545416474342346
